reviewBody,reviewRating,runDate,dateCreated,date_clean,review_clean,review_parts_clean
"Chic location, great food, cool drinks ...... That was exactly what we were looking for after a stressful city trip. And in the Big Easy you are more than right! Thus, we are also on the second evening right there and spent another time with live music a wonderful evening spent! The staff is very courteous and puts in the stuff so that you will not miss anything! Conclusion Big Easy, a must stay at our London!",5.0,2021-07-29,a year ago,2020-07-29,chic location great food cool drink exactly look stressful city trip right thus also second even right spend another time live music wonderful even spend staff courteous put stuff wont miss anything conclusion must stay london,[]
Wonderful and distinctive sea,5.0,2021-07-29,a year ago,2020-07-29,wonderful distinctive sea,[]
"Great value for money, lovely staff and vibe, great views from the terrace",5.0,2021-07-29,2 months ago,2021-05-30,great value money lovely staff vibe great view terrace,[]
Amazing food!,5.0,2021-07-29,a year ago,2020-07-29,amazing food,[]
Fantastic place to eat but expensive. Highly recommend it to anyone who has never been to London.,5.0,2021-07-29,a year ago,2020-07-29,fantastic place eat expensive highly recommend anyone never london,[]
"What can I say... Excellent night out, excellent drinks, food and live music as well as good views. What more could you ask for.",5.0,2021-07-29,9 months ago,2020-11-01,say excellent night out excellent drink food live music well good view could ask for,[]
The food was very nice!,5.0,2021-07-29,a year ago,2020-07-29,food nice,[]
"Really generous portion, good stuff. A bit slow.",4.0,2021-07-29,a year ago,2020-07-29,really generous portion good stuff bit slow,[]
AMAZING food and views . Great for families,5.0,2021-07-29,3 months ago,2021-04-30,amazing food view great families,[]
"We had a ""girls night out on Saturday"" and we enjoyed it so much, we didn't had a booking and we've been lucky enough to get a table, then we asked if there is anything available outside and in less than 5 minutes they've got a table for us, thanks to the lovely ladies at the host station,(didn't catch their name, unfortunately), the food was good, the atmosphere was nice with nice music and nice people everywhere, and also our main waiter BRUNO has been amazing, he is lovely and will definitely be back to visit him again, he made our night so much better.",5.0,2021-07-29,a month ago,2021-06-29,girls night saturday enjoy much didnt book weve lucky enough get table ask anything available outside less minutes theyve get table us thank lovely ladies host stationdidnt catch name unfortunately food good atmosphere nice nice music nice people everywhere also main staff bruno amazing lovely definitely back visit again make night much better,[]
"Really nice food, lovely staff and quick service, well priced, i would recommend booking as it is quite busy and a little noisy but still great",5.0,2021-07-29,a year ago,2020-07-29,really nice food lovely staff quick service well price would recommend book quite busy little noisy still great,[]
Food was below par and its just bad,1.0,2021-07-29,a week ago,2021-07-22,food par bad,[]
"Thoroughly enjoyable experience, highly recommend the Boozy Lunch",5.0,2021-07-29,a week ago,2021-07-22,thoroughly enjoyable experience highly recommend boozy lunch,[]
"This was my second visit. This is now one of my favourite restaurants. The good They were out of whole lobster the first time I came if memory serves but I got a lobster bake with the white sauce instead. I am very glad to have tried it because I still dream of that dish. I almost ordered it the second time visited but I decided I should try the whole menu. I had the lobster Mac and cheese this time, It was esquisite. I also had cornbread and coleslaw. my dining partner had a steak and lobster. The lobster was the best she has ever had apparently, very soft and not chewy at all. The steak during the first visit ""melted in her mouth"". The bad The calamari starters were better during my first visit. The starters in general are very nice but could be bigger. If you want value for money you should order sides rather than starters. My partner said the steak was better during the first visit. I don't eat meat so can't say if it's luck of the draw on not when it comes to steak. It can be a bit difficult to get a waiters attention sometimes. Either way, We will be returning again and again.",5.0,2021-07-29,7 months ago,2020-12-31,second visit one favourite restaurants good whole lobster first time come memory serve get lobster bake white sauce instead glad try still dream dish almost order second time visit decide try whole menu lobster mac cheese time esquisite also cornbread coleslaw din partner steak lobster lobster best ever apparently soft not chewy all steak first visit melt mouth bad calamari starters better first visit starters general nice could bigger want value money order side rather starters partner say steak better first visit dont eat meat cant say luck draw not come steak bit difficult get staff attention sometimes either way return again,[]
I’d recommend! Good atmosphere!,4.0,2021-07-29,a year ago,2020-07-29,id recommend good atmosphere,[]
Good food. An okay atmosphere. Sitting could be better. Went for a special occasion and nothing was really done. Our reserved table was also given to someone else even though we were bang on time.,2.0,2021-07-29,3 days ago,2021-07-26,good food okay atmosphere sit could better go special occasion nothing really do reserve table also give someone else even though bang time,[]
"today in your service I got a cold dish, someone mistook the sauce and the waiter did not know what lager is... well done money graber... just fantastic services...",1.0,2021-07-29,3 weeks ago,2021-07-08,today service get cold dish someone mistake sauce staff not know lager be well do money graber fantastic service,[]
"No Social Distancing in place properly, my back could touch another person's back on table behind when we leaned back at the same time. Awfully bland food and disapointed with the time wasted waiting for your meal. Everything was cold and they brought the Starters and Main together! CONVENT GARDEN BRANCH IS THE BEST!",1.0,2021-07-29,9 months ago,2020-11-01,no social distance place properly back could touch another persons back table behind lean back time awfully bland food disapointed time waste wait meal everything cold bring starters main together convent garden branch best,[]
Food and service was absolutely brilliant,5.0,2021-07-29,7 months ago,2020-12-31,food service absolutely brilliant,[]
Fantastic american food! I recommend the California lobster roll!,4.0,2021-07-29,a year ago,2020-07-29,fantastic american food recommend california lobster roll,[]
"The appetizer platter is a 2 star. The hushpuppies are balls of grease. Chicken tenders fried too hard and the calamari extremely salty. Also the celery as decoration is unnecessary, especially if you are not going to clean it (celery can be rinsed to get dirt off the root). Lobster BLT good, the ratio of lobster to bacon is not balanced. They need more of the lobster spread and toast the bun. Also they slathered too much mayo on the sandwich. Vegan cornbread, not edible. I don't know how else to put it. The smoked chicken dried out. The pina coladas are good.",2.0,2021-07-29,3 weeks ago,2021-07-08,appetizer platter star hushpuppies ball grease chicken tender fry hard calamari extremely salty also celery decoration unnecessary especially arent go clean celery rinse get dirt root lobster blt good ratio lobster bacon isnt balance need lobster spread toast bun also slather much mayo sandwich vegan cornbread not edible dont know else put it smoke chicken dry out pina coladas good,[]
"Don’t come unless you want to serve yourself, food is ok served luke warm but the bottomless brunch you have to beg for refills and then they take at least 15 minutes to arrive.",1.0,2021-07-29,a year ago,2020-07-29,dont come unless want serve yourself food ok serve luke warm bottomless brunch beg refill take least minutes arrive,[]
"The service was chaotic, they didn't get a drinks order correct, I had crab claws and wasn't given any utensils to open them, we were served by 3 different servers, and I've had better food on my little high street",3.0,2021-07-29,a month ago,2021-06-29,service chaotic didnt get drink order correct crab claw wasnt give utensils open them serve different staff ive better food little high street,[]
"Wonderful , great food pleasant staff",4.0,2021-07-29,a month ago,2021-06-29,wonderful great food pleasant staff,[]
Awesome food & friendly service. Staff were great with our two kids too. Will be back soon!,5.0,2021-07-29,2 months ago,2021-05-30,awesome food friendly service staff great two kid too back soon,[]
"Nice atmosphere, vibe and food. The service though can be very bad as understaffed and you can wait ignored for hours at the bar and/or table too. Service needs immediate improvement.",4.0,2021-07-29,a year ago,2020-07-29,nice atmosphere vibe food service though bad understaffed wait ignore hours bar andor table too service need immediate improvement,[]
Went for the Sunday brunch and was super good food. Bottomless drinks was a bonus. Lobster was good but portion size could be a little bit more. Plenty of chips though and voodoo sauce is delish.,5.0,2021-07-29,a year ago,2020-07-29,go sunday brunch super good food bottomless drink bonus lobster good portion size could little bit more plenty chip though voodoo sauce delish,[]
Very disappointed in the service and the food. I waited 30 minutes for someone to take my order and when the food came it was cold. I can't believe for the prices they charge the service is so bad. I won't ever be going back there again.,2.0,2021-07-29,a month ago,2021-06-29,disappoint service food wait minutes someone take order food come cold cant believe price charge service bad wont ever go back again,[]
Waitress was quite rude. Clearly had better things to do than serve paying customers,3.0,2021-07-29,2 months ago,2021-05-30,staff quite rude clearly better things serve pay customers,[]
This was appalling we all felt sick and the management done nothing,1.0,2021-07-29,a year ago,2020-07-29,appal felt sick management do nothing,[]
Loved it . It was amazing,5.0,2021-07-29,9 months ago,2020-11-01,love amazing,[]
Unfortunately I agree with a lot of reviews . average food and bad service.,3.0,2021-07-29,a year ago,2020-07-29,unfortunately agree lot review average food bad service,[]
"Avoid!!!! Went for my daughters 22nd birthday, booked a week in advance, asked if we could book a table for 8, was told we could have 2 tables of 4 next to each other due to covid restrictions, fair enough.... we got 2 booths back to back, not great.... outside 2 tables clearly had 9 people around them.... some of our group ordered starters but we asked if mains could arrive with starters as we had children who were hungry.... starters came, 50 minutes later we got our mains, half the food was freezing cold, 2 meals came with only one beef patty but advertised as a double, brisket burger was mostly fat, calamari inedible, coleslaw tasted sour, medium steak came out well done, all in all an awful experience, certainly won't return!",1.0,2021-07-29,a month ago,2021-06-29,avoid go daughters nd birthday book week advance ask could book table tell could table next due covid restrictions fair enough get booths back back not great outside table clearly people around them group order starters ask mains could arrive starters children hungry starters come minutes later get mains half food freeze cold meals come one beef patty advertise double brisket burger mostly fat calamari inedible coleslaw taste sour medium steak come well do awful experience certainly wont return,[]
Perfect,5.0,2021-07-29,8 months ago,2020-12-01,perfect,[]
"The food was delicious but the service was very poor. We had to wait over 20mins just to order and by that that happy hour was nearly over. We placed our order 1 min before 7pm and explained to the waitress that we had a long wait so it would be unfair for us to have to pay full price for the happy hour drinks and also, since it's 1 min before 7pm our order should count. She agreed and we placed an order. When it was time to pay the bill another waiter came by and wanted to charge us full price for the drinks to which I explained to him how we had been waiting for so long just to order. He also wanted us to pay a service charge and I refused as service the service we received was poor. He went and removed the service as well as the full price for the happy hour drinks. When he returned we told him we wanted to pay separately and his exact words were ""why do you want to make my life difficult?"" One of us also wanted to pay by cash and he said that they don't give change. When I told him that I would pay for my friend with the cash via card he made a rude comment about me wanting to pay for my friend as I didn't want to leave any tip. Which is true but the expectation that I should tip is ridiculous. Anyways, food absolutely delicious but service poor.",1.0,2021-07-29,2 months ago,2021-05-30,food delicious service poor wait minutes order happy hour nearly over place order min pm explain staff long wait would unfair us pay full price happy hour drink also since min pm order count agree place order time pay bill another staff come want charge us full price drink explain wait long order also want us pay service charge refuse service service receive poor go remove service well full price happy hour drink return tell want pay separately exact word why want make life difficult one us also want pay cash say dont give change tell would pay friend cash via card make rude comment want pay friend didnt want leave tip true expectation tip ridiculous anyways food absolutely delicious service poor,[]
"I was there a month ago to celebrate a special date. Me and my partner we got poisoned from the dinner we had. I have been trying to contact the managers (or anyone) since the next day by phone, by email (with my GP certificate attached), and the only answer I have got was ""we will contact you back"". Still waiting. Nobody is taking responsibilities. It is a shame. Obviously, not going again and not recommended at all. Very bad experience. I give one star because I can not give less.",1.0,2021-07-29,5 months ago,2021-03-01,month ago celebrate special date partner get poison dinner have try contact managers or anyone since next day phone email with gp certificate attach answer get we contact back still wait nobody take responsibilities shame obviously not go not recommend all bad experience give one star cant give less,[]
"Excellent service, delicious food. The weekdays deals are very good value for money",5.0,2021-07-29,a year ago,2020-07-29,excellent service delicious food weekdays deal good value money,[]
Kool place with live music.go for the weekday meal deal,5.0,2021-07-29,a year ago,2020-07-29,kool place live musicgo weekday meal deal,[]
Busy but chilled still,4.0,2021-07-29,a year ago,2020-07-29,busy chill still,[]
"Forgot to bring out some of our food out. The food they did bring was cold. Manger didn’t seem to care, told us her would replace our meal. After a while we gave up waiting and went home",2.0,2021-07-29,a month ago,2021-06-29,forget bring food out food bring cold manger didnt seem care tell us would replace meal while give wait go home,[]
Don’t really like diners but this is great! Had the half bar BQ chicken and shrimp. It was a great serving size and a nice variety of flavours and textures. Drinks were delicious. Vibrant atmosphere in a great location. Give it a go.,5.0,2021-07-29,a month ago,2021-06-29,dont really like diners great half bbq chicken shrimp great serve size nice variety flavour textures drink delicious vibrant atmosphere great location give go,[]
Good prices and the food is served quickly. Nice atmosphere! Would recommend to my friends.,5.0,2021-07-29,a year ago,2020-07-29,good price food serve quickly nice atmosphere would recommend friends,[]
Great place,5.0,2021-07-29,9 months ago,2020-11-01,great place,[]
"Lobster and shrimp at an affordable price! Very nice environment and fast service, in the best of London. I highly recommend!",5.0,2021-07-29,a year ago,2020-07-29,lobster shrimp affordable price nice environment fast service best london highly recommend,[]
"*We only tried lobsters with appetizers, not BBQs and steaks. Lobsters were great. The restaurant looks awesome. Voodo chickens were okay. But we are giving them 3 starts for now because truffle fries and bbq beans were 'meh' and their house beer was just horrible unfortunately. I will change the rating if their steaks and bbq impress me on my second visit.",3.0,2021-07-29,a year ago,2020-07-29,we try lobsters appetizers not bbqs steaks lobsters great restaurant look awesome voodo chickens okay give start truffle fry bbq bean meh house beer horrible unfortunately change rat steaks bbq impress second visit,[]
Visited with my associates after a long day to enjoy a good meal and to my surprise I was served a £31cold dry fillet with half lobster sooo small and EMPTY I initially thought it was a Tiger Prawn. The lobster had barely anything compared to previous occasions. After consulting with three employees I was told that was the portion in a cold tone and they couldn't do anything about it. I have been coming since a long way and wonder who they are trying to cheat. When brands grow unfortunately they end up losing quality. I recommend Burger and Lobster restaurants instead.,1.0,2021-07-29,a year ago,2020-07-29,visit associate long day enjoy good meal surprise serve moneycold dry fillet half lobster sooo small empty initially think tiger prawn lobster barely anything compare previous occasion consult three employees tell portion cold tone couldnt anything it come since long way wonder try cheat brand grow unfortunately end lose quality recommend burger lobster restaurants instead,[]
Generous portions and nice balcony view,4.0,2021-07-29,a year ago,2020-07-29,generous portion nice balcony view,[]
Nice food dirty toilets nice staff,4.0,2021-07-29,2 months ago,2021-05-30,nice food dirty toilets nice staff,[]
Nice view. But the place isn't clean or hygienic. No hand sanitizer provided. Washroom smelly. We waited long time for food. Hope they will improve. Thanks,2.0,2021-07-29,2 months ago,2021-05-30,nice view place isnt clean hygienic no hand sanitizer provide washroom smelly wait long time food hope improve thank,[]
Food wasnt that great and service was bad as they all just semed confused,3.0,2021-07-29,a month ago,2021-06-29,food wasnt great service bad semed confuse,[]
Service is really gone down hill.,3.0,2021-07-29,a month ago,2021-06-29,service really go hill,[]
Its ok,3.0,2021-07-29,9 months ago,2020-11-01,ok,[]
My 2nd visit. A really fun place to eat with a large group of friends. Food was tasty and portions were huge. The only let down was that half of the tap beers were off and the staff were also incredibly slow and engaging,3.0,2021-07-29,a year ago,2020-07-29,nd visit really fun place eat large group friends food tasty portion huge let half tap beers staff also incredibly slow engage,[]
"I went here on Wednesday night to celebrate a friends birthday. They did all the track and tracing. And then we were escorted to the outside seats. Keep in mind It’s 8pm and we are near to the Thames so it will be windy. We are seated and immediately we spot that the outside lantern light is not working above us as everyone else’s. We notify the managers and waiters. They proceeded to pull it multiple times and to no avail, it was still broken. We then asked to move, they couldn’t move us to a table where there was a working lantern because there was 4 seats and 5 of us. So we then proceeded to ask to be moved inside. We were then asked if we came from the same household and we clearly did not do we were stuck outside. There was no rectifying or even an attempt to make it correct. We said there should be a discount of price to our meals if we are to freeze and eat and they simply declined. A couple also began to smoke near our table as if we weren’t even there and we had to ask them to move away so we wouldn’t choke. So please set up a smoking area far away from people that have to eat outside. We ordered our drinks and food, and then after two members from our group ordered the Wednesday meal deal of unlimited wings, they closed the kitchen right after..making their meal very much limited. We spoke to the waiter who was clearly trying his best and the manger did nothing but hover and was willingly checking other tables about their service whilst avoiding eye contact with ours until I called him over. The food was mediocre and I and another member had a stomach run that same night, the service was not the best at all, and I have been here before. We clearly did not pay service charge because what service did we receive. This is the last time I will be spending my money here, because overall it was appalling at the behaviour and lack of courtesy from the one manager who refused to check and see if we were okay and left the poor waiter to pick up the dirty work.",1.0,2021-07-29,9 months ago,2020-11-01,go wednesday night celebrate friends birthday track trace escort outside seat keep mind its pm near thames windy seat immediately spot outside lantern light isnt work us everyone elses notify managers staff proceed pull multiple time no avail still break ask move couldnt move us table work lantern seat us proceed ask move inside ask come household clearly not stick outside no rectify even attempt make correct say discount price meals freeze eat simply decline couple also begin smoke near table werent even ask move away wouldnt choke please set smoke area far away people eat outside order drink food two members group order wednesday meal deal unlimited wing close kitchen right aftermaking meal much limit speak staff clearly try best manger nothing hover willingly check table service whilst avoid eye contact call over food mediocre another member stomach run night service not best all before clearly not pay service charge service receive last time spend money here overall appal behaviour lack courtesy one manager refuse check see okay leave poor staff pick dirty work,[]
Lovely place with the most amazing staff!! Food and drinks were delicious! Be coming here again for sure!,5.0,2021-07-29,2 months ago,2021-05-30,lovely place amazing staff food drink delicious come sure,[]
Will come back one day,5.0,2021-07-29,a year ago,2020-07-29,come back one day,[]
"Poor service! Poor beer! Poor experience! Went there this evening with a friend and waited 10 minutes before getting served, which we only did after complaining! Transpired that the barman was more interested in serving the attractive women who had just walked in rather than us who were waiting at the bar long before (despite having already seen us!). When I complained to who looked like a supervisor, we finally got served, albeit by a grumpy barman (same one, so obviously didn't take lightly to being told off). However the beer we got was very flat. Rather than making a scene and complaining again (which we should have in hindsight) we decided to leave our drinks and leave this establishment. Worth noting that the 'supervisor' walked past us several times after we got served and not once did she stop and ask if everything was ok. Very poor corporate hospitality! If The Big Easy wants to continue along this route and pay no attention whatsoever to good old fashioned customer service (let alone good manners) they will not last long in this business! Especially when customers such as myself will recommended people to steer well clear of this establishment after this experience!!",1.0,2021-07-29,a year ago,2020-07-29,poor service poor beer poor experience go even friend wait minutes get serve complain transpire barman interest serve attractive women walk rather us wait bar long despite already see us complain look like supervisor finally get serve albeit grumpy barman same one obviously didnt take lightly tell off however beer get flat rather make scene complain which hindsight decide leave drink leave establishment worth note supervisor walk past us several time get serve not stop ask everything ok poor corporate hospitality want continue along route pay no attention whatsoever good old fashion customer service let alone good manners wont last long business especially customers recommend people steer well clear establishment experience,[]
The location is beautiful. Superb terrace for the summer period. The servers are very caring and the menu is perfect for small grants And as always we enjoy!,4.0,2021-07-29,a year ago,2020-07-29,location beautiful superb terrace summer period staff care menu perfect small grant always enjoy,[]
"Charges like a small restaurant, serves like a chain.",3.0,2021-07-29,9 months ago,2020-11-01,charge like small restaurant serve like chain,[]
"The order took a long time to arrive,and the food was cold.",3.0,2021-07-29,2 months ago,2021-05-30,order take long time arriveand food cold,[]
Great place to eat and socialise,5.0,2021-07-29,2 weeks ago,2021-07-15,great place eat socialise,[]
"Great table service, was unsure about previous reviewers complaining about bad table service as our server was lovely. Great food, even for one platter the £20 Big Pig Gig is a superb deal - the wine could be a bigger glass though! All in all, lovely location and experience, would happily go again.",5.0,2021-07-29,2 months ago,2021-05-30,great table service unsure previous reviewers complain bad table service staff lovely great food even one platter money big pig gig superb deal wine could bigger glass though all lovely location experience would happily go again,[]
Too loud and noisey for me,2.0,2021-07-29,a year ago,2020-07-29,loud noisey,[]
"Went there with my 14 years old son after visited Moorefield Hospital for a treat at Canary Wharf branch on 17th May. First day that restaurant was re-open for dine in re Covids restriction. Ordered the early bird meal price INCLUDED drink. Didn't check carefully when I got the bill as didn't expect anything will goes wrong. Went back home and had another look at the bill before put it away. Then realised that they charged my drink. So, sent an email to them the next day. And got the reply 3-4 days later asked for my contact number before giving me a refund. Gave them my contact number as per requested. But never get any refund since. It was a shame because I like every thing of this restaurant: the food, the atmostphere, the staff's services etc. They all good. But mistake occured and never been solved spoiled everything. Day after I been to this restaurant; I had ordered KFC for take away. Went back home and eat till nearly finish. Then realised that there was 1 piece short. They are my regular place to visit. I emailed them and they replied the day after with the apologising and explanation that mistake can be occured even though they don't want it to be happened. But happy to know when the problem happened and solve it. And gave me £10 voucher to compensate. It was very impressive really. So much different from The Big Easy. A piece of chicken that short from the order was cheaper than £4 drink they had mistakenly charged me. But handling so much different. With The Big Easy situation, I can say...don't judge the book from their cover!! KRISZTINA PAL (name in the bill) who took my order and response my email then ignore to solve the problem till finish. What a shame!!",2.0,2021-07-29,a month ago,2021-06-29,go years old son visit moorefield hospital treat branch th may first day restaurant reopen dine covids restriction order early bird meal price include drink didnt check carefully get bill didnt expect anything go wrong go back home another look bill put away realise charge drink so send email next day get reply days later ask contact number give refund give contact number per request never get refund since shame like every thing restaurant food atmostphere staff service etc good mistake occur never solve spoil everything day restaurant order kfc take away go back home eat till nearly finish realise piece short regular place visit email reply day apologise explanation mistake occur even though dont want happen happy know problem happen solve it give money voucher compensate impressive really much different piece chicken short order cheaper money drink mistakenly charge me handle much different situation saydont judge book cover krisztina pal name bill take order response email ignore solve problem till finish shame,[]
I called the restaurant at 7 pm and ask them to book a table for 2 they told me that its not busy and no need for reservations just wall in and the last order is at 10:30. I came from Kensington to canary wharf I arrived at 10 and they told me that the restaurant is closed for walk in they only serve for tables who have a reservation. It cost me 140 pounds for the taxi for dropping and picking me.,1.0,2021-07-29,a year ago,2020-07-29,call restaurant pm ask book table tell not busy no need reservations wall last order come kensington arrive tell restaurant close walk serve table reservation cost pound taxi drop pick me,[]
The staff were absolutely amazing. They were very attentive to our needs especially as we in these unprecedented times.,5.0,2021-07-29,8 months ago,2020-12-01,staff absolutely amazing attentive need especially unprecedented time,[]
There were a few technical problems with our visit tonight. Not completely unsurprising considering all the challenges that the restaurant industry has coming out of the lockdown & restarting dining in. But the customer service response was outstanding. Very quickly addressed the Manager came and spoke to us before we even realise there was going to be a problem. So a big well done. ✅ We have been visiting this chain since are girls were small and we will be back. 😁,5.0,2021-07-29,2 months ago,2021-05-30,technical problems visit tonight not completely unsurprising consider challenge restaurant industry come lockdown restart din in customer service response outstanding quickly address manager come speak us even realise go problem big well do visit chain since girls small back ,[]
"#shemz Absolutely and unbelievably wonderful!!!! We have reviewed many restaurants in our years and this has definitely exceeded our expectations! My partner treated me to our anniversary dinner and what a good choice Food was impeccable- defo have to try the lobster! service was speedy and attentive, atomosphere was lively 😀 Only criticism is our waiter came across slightly patronising when answering some of our questions but we defo made him work with the amount of food we ordered 😂 #jojo cough* okay on that point yes the waiter was coming across rushy rushy, I had to repeat my self and the order multiple times and the music weren't even that loud . for a couple on there anniversary I got ask, ""Do I want the bill"" 20mins before my 2 hour reservation slot was up that annoyed me and rather embarrassing, i wanted to try the lovely dessert. I have heard some great things about this place and I would of gave it a solid 5 star only if I didn't feel so rushed to leave. But I did leave with a full belly and my first time eating a whole lobster, definitely a experience to remember. Well done Big Easy.",4.0,2021-07-29,3 weeks ago,2021-07-08,shemz absolutely unbelievably wonderful review many restaurants years definitely exceed expectations partner treat anniversary dinner good choice food impeccable defo try lobster service speedy attentive atomosphere lively criticism staff come across slightly patronise answer question defo make work amount food order jojo cough okay point yes staff come across rushy rushy repeat self order multiple time music werent even loud couple anniversary get ask do want bill minutes hour reservation slot annoy rather embarrass want try lovely dessert hear great things place would give solid star didnt feel rush leave leave full belly first time eat whole lobster definitely experience remember well do ,[]
Was disappointed with the food ..and service..if i could i would give it a 0 stars. Lobster was raw and food unflovoured and bland.money taken off our Bill due to unhappy bunch. Will not be returning.,5.0,2021-07-29,a month ago,2021-06-29,disappoint food and serviceif could would give star lobster raw food unflovoured blandmoney take bill due unhappy bunch wont return,[]
Great place for lunch or dinner. Nice menu and cocktails,5.0,2021-07-29,a year ago,2020-07-29,great place lunch dinner nice menu cocktails,[]
I decided to have Birthday meal with my family here. The Bottomless lunch went down a treat with with my family. The food/meat was lovely and enjoyed by all with a great waiter,5.0,2021-07-29,a year ago,2020-07-29,decide birthday meal family here bottomless lunch go treat family foodmeat lovely enjoy great staff,[]
"My last visit at Big Easy was a bit disappointing. Starting with the receptionist, who accommodated us in an unprofessional way, followed by our waiter who took our first drink order after no less than 25 minutes and waiting for our main courses another 40 minutes. In this case, I will recommend that you should be offering a bit more than 1,5h for a table of 2 people as 1h is just for waiting. I normally don't leave bad reviews, but this time I thought you could take it as a way for improvement; your food is good but I believe you don't train your staff properly. Never been asked if we would like more drinks during our meal and always we had to stop our waiter to order, never offered any dessert menu. I could understand when someone is busy, but he had a small section of 4 or 5 tables. The 2 starts are just become we enjoyed our food, 0 for the service.",2.0,2021-07-29,a month ago,2021-06-29,last visit bit disappoint start receptionist accommodate us unprofessional way follow staff take first drink order no less minutes wait main course another minutes case recommend offer bit h table people h wait normally dont leave bad review time think could take way improvement food good believe dont train staff properly never ask would like drink meal always stop staff order never offer dessert menu could understand someone busy small section table start become enjoy food service,[]
Fantastic,5.0,2021-07-29,a year ago,2020-07-29,fantastic,[]
"Went for the fried chicken and waffles and it did not disappoint. Also, you get really nice views of the area.",5.0,2021-07-29,a year ago,2020-07-29,go fry chicken waffle not disappoint also get really nice view area,[]
"We had a great time. Good food, good music and good atmosphere, amazing! Thank you Bruno for serving us.🍷🍸",5.0,2021-07-29,a month ago,2021-06-29,great time good food good music good atmosphere amazing thank bruno serve us,[]
good feel but mediocre food,2.0,2021-07-29,a year ago,2020-07-29,good feel mediocre food,[]
"Lovely ambiance, great drinks.",5.0,2021-07-29,a year ago,2020-07-29,lovely ambiance great drink,[]
"While the food was excellent, the service left a little to be desired. Despite the restaurant being empty, we were sat in-between the only other two occupied tables, and the bill was marked up by a tenner when we went to pay for some reason. Can't recommend purely based off of that, no matter how good the food was!",2.0,2021-07-29,a year ago,2020-07-29,while food excellent service leave little desire despite restaurant empty sit inbetween two occupy table bill mark tenner go pay reason cant recommend purely base that no matter good food be,[]
